"epoch","total cpu usage",,,,,,"cpu0 usage",,,,,,"cpu1 usage",,,,,,"cpu2 usage",,,,,,"cpu3 usage",,,,,,"cpu4 usage",,,,,,"cpu5 usage",,,,,,"cpu6 usage",,,,,,"cpu7 usage",,,,,,"memory usage",,,,"dsk/sda",,"sda","dsk/sda",
"epoch","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","usr","sys","idl","wai","hiq","siq","ps","ps_mem","cach","free","read","writ","util","reads","writs"
1519582202.661,4.338,2.745,92.393,0.519,0.0,0.004,4.002,2.535,92.915,0.543,0.0,0.005,4.513,2.662,92.325,0.495,0.0,0.005,3.744,2.424,93.260,0.567,0.0,0.004,4.088,2.556,92.839,0.513,0.0,0.005,4.893,3.261,91.354,0.488,0.0,0.005,4.450,2.698,92.347,0.502,0.0,0.004,4.346,2.832,92.284,0.533,0.0,0.004,4.672,2.992,91.817,0.514,0.0,0.004,0.0,0.0,579637248.0,49009459200.0,141385.095,169462.731,3.864,3.597,6.538
1519582204.063,1.707,1.348,79.964,16.981,0.0,0.0,2.158,2.158,77.698,17.986,0.0,0.0,0.719,0.719,78.417,20.144,0.0,0.0,0.709,2.128,92.199,4.965,0.0,0.0,0.0,0.719,66.906,32.374,0.0,0.0,0.725,0.0,97.826,1.449,0.0,0.0,1.439,0.719,78.417,19.424,0.0,0.0,0.714,3.571,93.571,2.143,0.0,0.0,6.618,0.0,54.412,38.971,0.0,0.0,0.0,0.0,582864896.0,49003950080.0,1200128.0,12288.0,16.400,79.0,3.0
1519582204.661,3.766,1.674,83.054,11.506,0.0,0.0,1.667,0.0,98.333,0.0,0.0,0.0,18.333,3.333,61.667,16.667,0.0,0.0,0.0,3.448,96.552,0.0,0.0,0.0,5.0,5.0,18.333,71.667,0.0,0.0,3.279,0.0,96.721,0.0,0.0,0.0,0.0,1.667,98.333,0.0,0.0,0.0,3.333,1.667,95.0,0.0,0.0,0.0,0.0,0.0,96.667,3.333,0.0,0.0,0.0,0.0,585506816.0,48994869248.0,2650112.0,12288.0,58.400,285.0,3.0
1519582205.661,2.516,3.648,79.371,14.465,0.0,0.0,0.0,3.061,89.796,7.143,0.0,0.0,1.0,5.0,64.0,30.0,0.0,0.0,3.960,3.960,87.129,4.950,0.0,0.0,3.0,4.0,40.0,53.0,0.0,0.0,0.0,2.020,89.899,8.081,0.0,0.0,1.0,4.0,87.0,8.0,0.0,0.0,11.0,2.0,83.0,4.0,0.0,0.0,0.990,4.950,93.069,0.990,0.0,0.0,0.0,0.0,588431360.0,48984768512.0,3137536.0,376832.0,85.200,153.0,20.0
1519582206.661,4.293,10.606,76.515,8.586,0.0,0.0,4.902,12.745,82.353,0.0,0.0,0.0,4.040,12.121,37.374,46.465,0.0,0.0,4.082,9.184,85.714,1.020,0.0,0.0,3.061,12.245,79.592,5.102,0.0,0.0,2.083,10.417,86.458,1.042,0.0,0.0,2.970,9.901,87.129,0.0,0.0,0.0,2.105,10.526,75.789,11.579,0.0,0.0,11.224,7.143,78.571,3.061,0.0,0.0,7061504.0,5478912.0,593031168.0,48987750400.0,6397952.0,118784.0,68.800,140.0,7.0
1519582207.661,2.130,2.005,84.085,11.779,0.0,0.0,1.980,0.990,97.030,0.0,0.0,0.0,2.0,4.0,0.0,94.0,0.0,0.0,0.0,2.0,98.0,0.0,0.0,0.0,0.990,0.990,98.020,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,1.010,0.0,98.990,0.0,0.0,0.0,10.101,4.040,85.859,0.0,0.0,0.0,1.0,2.0,97.0,0.0,0.0,0.0,41799680.0,48541696.0,627023872.0,48952893440.0,44122112.0,86016.0,100.800,414.0,6.0
1519582208.661,2.628,2.128,83.479,11.640,0.0,0.125,0.0,0.0,100.0,0.0,0.0,0.0,14.851,4.950,0.990,79.208,0.0,0.0,1.0,2.0,97.0,0.0,0.0,0.0,2.0,5.0,80.0,13.0,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,0.0,3.030,96.970,0.0,0.0,0.0,1.0,0.0,99.0,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,108548096.0,114900992.0,695947264.0,48884625408.0,66375680.0,118784.0,105.600,512.0,10.0
1519582209.661,1.629,1.629,82.581,14.160,0.0,0.0,0.0,1.961,86.275,11.765,0.0,0.0,11.111,7.071,0.0,81.818,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.020,81.633,17.347,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,1.0,2.0,95.0,2.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,140435456.0,145629696.0,727281664.0,48851369984.0,31653888.0,315392.0,92.400,277.0,16.0
1519582210.661,2.384,1.506,83.940,12.171,0.0,0.0,2.020,3.030,94.949,0.0,0.0,0.0,11.111,2.020,80.808,6.061,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3.960,1.980,2.970,91.089,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,0.0,1.010,98.990,0.0,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,186011648.0,198210048.0,773259264.0,48800370688.0,36675584.0,61440.0,85.200,310.0,9.0
1519582211.661,7.644,4.010,86.466,1.880,0.0,0.0,2.0,7.0,91.0,0.0,0.0,0.0,1.961,1.961,88.235,7.843,0.0,0.0,2.020,8.081,89.899,0.0,0.0,0.0,42.0,2.0,53.0,3.0,0.0,0.0,0.0,1.0,99.0,0.0,0.0,0.0,11.0,7.0,78.0,4.0,0.0,0.0,1.0,1.0,98.0,0.0,0.0,0.0,1.010,6.061,92.929,0.0,0.0,0.0,205701120.0,202240512.0,773709824.0,48781578240.0,335872.0,81920.0,9.200,4.0,10.0
